exp_init,exp_final,time_init,time_final,eps_final,path_len
33741,628016,1.97434,40.0001,1,6.83512
33741,639590,1.9437,40.0001,1,6.83512
33741,637186,1.94022,40,1,6.83512
33741,638777,1.94099,40,1,6.83512
33741,640362,1.92972,40,1,6.83512
33741,638415,1.9259,40,1,6.83512
33741,641220,1.93684,40.0001,1,6.83512
33741,641411,1.922,40.0001,1,6.83512
33741,636845,1.94712,40,1,6.83512
33741,639321,1.93725,40,1,6.83512
33741,641589,1.9333,40.0001,1,6.83512
33741,638307,1.93774,40.0001,1,6.83512
33741,643897,1.92106,40,1,6.83512
33741,636517,1.9569,40,1,6.83512
33741,635493,1.94212,40,1,6.83512
33741,634269,1.9461,40.0001,1,6.83512
33741,638688,1.93998,40,1,6.83512
33741,641966,1.91651,40.0001,1,6.83512
33741,643845,1.92632,40,1,6.83512
33741,639989,1.93486,40.0001,1,6.83512
33741,640394,1.92435,40,1,6.83512
33741,637780,1.9357,40,1,6.83512
33741,636148,1.95349,40,1,6.83512
33741,640845,1.9302,40,1,6.83512
33741,628348,1.97786,40,1,6.83512
33741,639803,1.9381,40,1,6.83512
33741,642409,1.91834,40,1,6.83512
33741,633921,1.95323,40,1,6.83512
33741,638833,1.92977,40,1,6.83512
33741,637651,1.93107,40,1,6.83512
33741,638281,1.9342,40,1,6.83512
33741,641455,1.91988,40,1,6.83512
33741,641100,1.92031,40.0001,1,6.83512
33741,636105,1.94476,40,1,6.83512
33741,638293,1.94446,40,1,6.83512
33741,637777,1.93096,40,1,6.83512
33741,644442,1.90911,40.0001,1,6.83512
33741,639257,1.93129,40.0001,1,6.83512
33741,633391,1.96248,40,1,6.83512
33741,637509,1.94276,40.0001,1,6.83512
33741,633531,1.95911,40.0001,1,6.83512
33741,641759,1.92708,40.0001,1,6.83512
33741,639239,1.92617,40,1,6.83512
33741,642327,1.92512,40,1,6.83512
33741,632753,1.9646,40,1,6.83512
33741,641337,1.92654,40,1,6.83512
33741,642285,1.92219,40.0001,1,6.83512
33741,639252,1.93312,40,1,6.83512
33741,638676,1.93202,40,1,6.83512
33741,638645,1.93933,40.0001,1,6.83512
33741,644062,1.91791,40,1,6.83512
33741,636800,1.94334,40,1,6.83512
33741,636794,1.95692,40.0001,1,6.83512
33741,642420,1.92222,40,1,6.83512
33741,639801,1.93186,40.0001,1,6.83512
33741,639940,1.92863,40.0001,1,6.83512
33741,635738,1.95761,40,1,6.83512
33741,641841,1.92439,40.0001,1,6.83512
33741,640509,1.92317,40.0001,1,6.83512
33741,643788,1.94055,40,1,6.83512
33741,638918,1.9276,40.0001,1,6.83512
33741,641866,1.93366,40,1,6.83512
33741,639752,1.92925,40,1,6.83512
33741,639411,1.92015,40.0001,1,6.83512
33741,640388,1.91986,40,1,6.83512
33741,635385,1.95328,40,1,6.83512
33741,635250,1.95291,40.0001,1,6.83512
33741,641270,1.93147,40,1,6.83512
33741,639364,1.94916,40,1,6.83512
33741,639171,1.92431,40,1,6.83512
33741,639263,1.93455,40.0001,1,6.83512
33741,639157,1.93499,40,1,6.83512
33741,641162,1.93082,40,1,6.83512
33741,636665,1.94695,40,1,6.83512
33741,637804,1.93392,40,1,6.83512
33741,635368,1.93548,40,1,6.83512
33741,643863,1.92404,40,1,6.83512
33741,641508,1.93341,40,1,6.83512
33741,638136,1.93899,40,1,6.83512
33741,632733,1.96247,40,1,6.83512
33741,637526,1.93068,40,1,6.83512
33741,638842,1.9338,40,1,6.83512
33741,645858,1.91444,40,1,6.83512
33741,641194,1.91826,40.0001,1,6.83512
33741,639789,1.93072,40.0001,1,6.83512
33741,636095,1.9391,40,1,6.83512
33741,641443,1.92234,40.0001,1,6.83512
33741,644064,1.92291,40,1,6.83512
33741,638329,1.93607,40,1,6.83512
33741,639534,1.93698,40,1,6.83512
33741,637391,1.94294,40,1,6.83512
33741,641147,1.93691,40,1,6.83512
33741,644079,1.92123,40,1,6.83512
33741,640928,1.92398,40,1,6.83512
33741,640858,1.93656,40.0001,1,6.83512
33741,637065,1.94836,40.0001,1,6.83512
33741,640594,1.9246,40.0001,1,6.83512
33741,641845,1.9281,40,1,6.83512
33741,637888,1.94384,40,1,6.83512
33741,635770,1.96769,40.0001,1,6.83512
