exp_init,exp_final,time_init,time_final,eps_final,path_len
240882,699592,13.362,40,1,11.6152
240882,693791,13.4849,40,1,11.6152
240882,697846,13.4265,40.0001,1,11.6152
240882,705140,13.2693,40,1,11.6152
240882,702426,13.3111,40,1,11.6152
240882,699738,13.3347,40.0001,1,11.6152
240882,699144,13.3753,40,1,11.6152
240882,694418,13.4717,40,1,11.6152
240882,705273,13.2676,40,1,11.6152
240882,697563,13.444,40,1,11.6152
240882,701561,13.3599,40,1,11.6152
240882,697939,13.4126,40.0001,1,11.6152
240882,698230,13.4217,40,1,11.6152
240882,700606,13.3253,40,1,11.6152
240882,700375,13.3581,40,1,11.6152
240882,692905,13.5171,40.0001,1,11.6152
240882,700808,13.3636,40,1,11.6152
240882,699816,13.355,40,1,11.6152
240882,702724,13.3087,40,1,11.6152
240882,693925,13.5087,40,1,11.6152
240882,703946,13.3139,40,1,11.6152
240882,694866,13.4719,40,1,11.6152
240882,697717,13.4073,40,1,11.6152
240882,704607,13.2608,40,1,11.6152
240882,690387,13.5895,40.0001,1,11.6152
240882,698100,13.42,40,1,11.6152
240882,697103,13.3865,40,1,11.6152
240882,699654,13.3527,40,1,11.6152
240882,698513,13.3802,40,1,11.6152
240882,693452,13.5131,40,1,11.6152
240882,701111,13.3398,40.0001,1,11.6152
240882,691033,13.5414,40,1,11.6152
240882,701742,13.3584,40.0001,1,11.6152
240882,692389,13.5446,40,1,11.6152
240882,702021,13.3377,40,1,11.6152
240882,701396,13.325,40.0001,1,11.6152
240882,699605,13.3669,40,1,11.6152
240882,697357,13.3895,40,1,11.6152
240882,700282,13.3914,40,1,11.6152
240882,697783,13.4118,40,1,11.6152
240882,700257,13.3768,40,1,11.6152
240882,703574,13.2771,40,1,11.6152
240882,699002,13.3633,40,1,11.6152
240882,695077,13.4672,40,1,11.6152
240882,698686,13.4183,40.0001,1,11.6152
240882,699109,13.3415,40,1,11.6152
240882,699800,13.3595,40,1,11.6152
240882,697725,13.4373,40,1,11.6152
240882,699823,13.373,40,1,11.6152
240882,700017,13.3599,40.0001,1,11.6152
240882,699980,13.3503,40,1,11.6152
240882,702567,13.3528,40.0001,1,11.6152
240882,700343,13.3451,40,1,11.6152
240882,701231,13.3528,40,1,11.6152
240882,699160,13.3988,40,1,11.6152
240882,702073,13.3506,40,1,11.6152
240882,702704,13.2614,40,1,11.6152
240882,700070,13.3703,40,1,11.6152
240882,696354,13.4093,40,1,11.6152
240882,703441,13.2789,40,1,11.6152
240882,696976,13.4313,40,1,11.6152
240882,704667,13.2628,40,1,11.6152
240882,697724,13.39,40,1,11.6152
240882,698583,13.4057,40,1,11.6152
240882,698904,13.3457,40.0001,1,11.6152
240882,689716,13.5853,40,1,11.6152
240882,699112,13.3678,40,1,11.6152
240882,703724,13.2981,40,1,11.6152
240882,701132,13.3366,40,1,11.6152
240882,700909,13.3626,40,1,11.6152
240882,698104,13.409,40.0001,1,11.6152
240882,700426,13.3567,40,1,11.6152
240882,687827,13.6375,40,1,11.6152
240882,702416,13.3478,40.0001,1,11.6152
240882,701226,13.3517,40,1,11.6152
240882,698271,13.3673,40,1,11.6152
240882,701978,13.3169,40,1,11.6152
240882,698111,13.4022,40,1,11.6152
240882,705313,13.2844,40,1,11.6152
240882,701029,13.3405,40,1,11.6152
240882,702271,13.314,40,1,11.6152
240882,700056,13.4184,40,1,11.6152
240882,696312,13.4396,40,1,11.6152
240882,697931,13.4191,40,1,11.6152
240882,700751,13.3579,40,1,11.6152
240882,700222,13.3589,40,1,11.6152
240882,698917,13.3526,40,1,11.6152
240882,699416,13.3589,40,1,11.6152
240882,695599,13.4276,40,1,11.6152
240882,706785,13.218,40,1,11.6152
240882,693983,13.5264,40,1,11.6152
240882,691725,13.4748,40,1,11.6152
240882,701638,13.3296,40.0001,1,11.6152
240882,699686,13.4136,40,1,11.6152
240882,701213,13.3187,40.0001,1,11.6152
240882,700550,13.3689,40,1,11.6152
240882,705287,13.2652,40,1,11.6152
240882,699601,13.3737,40,1,11.6152
240882,697269,13.4299,40,1,11.6152
240882,697982,13.3924,40,1,11.6152
