exp_init,exp_final,time_init,time_final,eps_final,path_len
111786,673231,6.43063,40,1,6.8991
111786,682863,6.31913,40,1,6.8991
111786,675926,6.40566,40,1,6.8991
111786,678714,6.38456,40,1,6.8991
111786,673318,6.43037,40,1,6.8991
111786,674681,6.4465,40.0001,1,6.8991
111786,674628,6.4283,40,1,6.8991
111786,675466,6.47087,40,1,6.8991
111786,676491,6.43595,40,1,6.8991
111786,677630,6.42059,40,1,6.8991
111786,680536,6.37042,40,1,6.8991
111786,679756,6.34659,40,1,6.8991
111786,677345,6.40011,40,1,6.8991
111786,675989,6.42482,40,1,6.8991
111786,675469,6.39938,40,1,6.8991
111786,679618,6.36942,40,1,6.8991
111786,674583,6.4161,40,1,6.8991
111786,676542,6.39843,40,1,6.8991
111786,682912,6.34187,40,1,6.8991
111786,679545,6.36899,40,1,6.8991
111786,679942,6.37869,40,1,6.8991
111786,672028,6.44982,40,1,6.8991
111786,678313,6.38959,40,1,6.8991
111786,673068,6.43046,40,1,6.8991
111786,676784,6.39449,40,1,6.8991
111786,674254,6.40455,40,1,6.8991
111786,675784,6.39025,40,1,6.8991
111786,677965,6.41253,40,1,6.8991
111786,667890,6.45675,40.0001,1,6.8991
111786,679785,6.38917,40,1,6.8991
111786,678364,6.37252,40,1,6.8991
111786,675337,6.4085,40,1,6.8991
111786,672713,6.44579,40,1,6.8991
111786,675655,6.40829,40,1,6.8991
111786,667850,6.48383,40,1,6.8991
111786,681255,6.3632,40,1,6.8991
111786,670591,6.45793,40,1,6.8991
111786,676542,6.40186,40,1,6.8991
111786,675622,6.3997,40,1,6.8991
111786,676786,6.4147,40.0001,1,6.8991
111786,679508,6.367,40,1,6.8991
111786,679865,6.35589,40,1,6.8991
111786,675859,6.40493,40,1,6.8991
111786,677132,6.38129,40,1,6.8991
111786,672659,6.42949,40.0001,1,6.8991
111786,682484,6.35891,40,1,6.8991
111786,672262,6.42008,40,1,6.8991
111786,675340,6.41826,40,1,6.8991
111786,675870,6.40045,40.0001,1,6.8991
111786,678802,6.37856,40,1,6.8991
111786,676995,6.36261,40,1,6.8991
111786,674932,6.43171,40.0001,1,6.8991
111786,675789,6.39159,40,1,6.8991
111786,672430,6.41766,40,1,6.8991
111786,678587,6.41181,40,1,6.8991
111786,674166,6.44303,40,1,6.8991
111786,681172,6.3448,40,1,6.8991
111786,674547,6.45813,40,1,6.8991
111786,678303,6.39942,40.0001,1,6.8991
111786,679589,6.36465,40,1,6.8991
111786,676872,6.40651,40,1,6.8991
111786,669192,6.45515,40.0001,1,6.8991
111786,681095,6.36902,40,1,6.8991
111786,679847,6.38843,40,1,6.8991
111786,671320,6.46112,40.0014,1,6.8991
111786,675012,6.4091,40,1,6.8991
111786,682053,6.34975,40,1,6.8991
111786,673336,6.46765,40,1,6.8991
111786,677404,6.4036,40,1,6.8991
111786,680460,6.34886,40,1,6.8991
111786,679166,6.38441,40,1,6.8991
111786,678594,6.39318,40.0001,1,6.8991
111786,679093,6.41876,40,1,6.8991
111786,681420,6.33875,40,1,6.8991
111786,678201,6.3841,40,1,6.8991
111786,672363,6.43258,40,1,6.8991
111786,674430,6.41423,40,1,6.8991
111786,676855,6.40235,40.0001,1,6.8991
111786,675601,6.39429,40,1,6.8991
111786,677410,6.3905,40,1,6.8991
111786,674614,6.42507,40,1,6.8991
111786,676923,6.44961,40,1,6.8991
111786,674078,6.42217,40,1,6.8991
111786,677581,6.39486,40,1,6.8991
111786,679175,6.385,40,1,6.8991
111786,676260,6.41673,40,1,6.8991
111786,673504,6.44523,40,1,6.8991
111786,681236,6.34924,40,1,6.8991
111786,677003,6.3721,40,1,6.8991
111786,673641,6.42216,40,1,6.8991
111786,675709,6.42231,40,1,6.8991
111786,680977,6.36383,40.0001,1,6.8991
111786,680829,6.3478,40,1,6.8991
111786,680249,6.3457,40,1,6.8991
111786,677563,6.409,40,1,6.8991
111786,675562,6.41852,40,1,6.8991
111786,679749,6.36063,40,1,6.8991
111786,667637,6.50948,40,1,6.8991
111786,675993,6.39999,40,1,6.8991
111786,672184,6.45075,40,1,6.8991
