exp_init,exp_final,time_init,time_final,eps_final,path_len
754355,754355,42.2369,44.7993,1,14.186
754355,754355,42.0341,44.6086,1,14.186
754355,754355,43.2681,46.0017,1,14.186
754355,754355,45.7514,48.2863,1,14.186
754355,754355,41.9457,44.5065,1,14.186
754355,754355,41.9563,44.5971,1,14.186
754355,754355,41.9247,44.5165,1,14.186
754355,754355,41.6919,44.2884,1,14.186
754355,754355,42.3836,45.0315,1,14.186
754355,754355,41.9792,44.5448,1,14.186
754355,754355,42.14,44.7054,1,14.186
754355,754355,42.5634,45.21,1,14.186
754355,754355,42.3688,44.9466,1,14.186
754355,754355,43.312,45.8856,1,14.186
754355,754355,41.9392,44.508,1,14.186
754355,754355,41.9261,44.5118,1,14.186
754355,754355,42.354,44.9143,1,14.186
754355,754355,42.5931,45.1643,1,14.186
754355,754355,42.3445,44.9902,1,14.186
754355,754355,42.124,44.7776,1,14.186
754355,754355,42.5828,45.154,1,14.186
754355,754355,41.6943,44.256,1,14.186
754355,754355,42.3968,44.9424,1,14.186
754355,754355,41.7342,44.3129,1,14.186
754355,754355,42.7732,45.3393,1,14.186
754355,754355,41.7268,44.3257,1,14.186
754355,754355,42.5175,45.0925,1,14.186
754355,754355,42.4983,45.1851,1,14.186
754355,754355,41.8265,44.3787,1,14.186
754355,754355,41.8814,44.5025,1,14.186
754355,754355,41.9327,44.4907,1,14.186
754355,754355,41.7276,44.2708,1,14.186
754355,754355,42.0106,44.6048,1,14.186
754355,754355,41.7757,44.4197,1,14.186
754355,754355,41.6561,44.2007,1,14.186
754355,754355,42.6251,45.2008,1,14.186
754355,754355,42.3769,44.9682,1,14.186
754355,754355,41.8633,44.3996,1,14.186
754355,754355,41.7422,44.2905,1,14.186
754355,754355,42.09,44.6823,1,14.186
754355,754355,42.0807,44.6889,1,14.186
754355,754355,41.9925,44.6111,1,14.186
754355,754355,42.041,44.6056,1,14.186
754355,754355,42.6129,45.1375,1,14.186
754355,754355,41.6403,44.1797,1,14.186
754355,754355,41.3251,43.8884,1,14.186
754355,754355,41.4982,44.0617,1,14.186
754355,754355,41.8489,44.4312,1,14.186
754355,754355,42.3034,44.8869,1,14.186
754355,754355,41.5657,44.1368,1,14.186
754355,754355,41.9894,44.5561,1,14.186
754355,754355,42.2091,44.8458,1,14.186
754355,754355,41.8598,44.4107,1,14.186
754355,754355,41.9528,44.4805,1,14.186
754355,754355,41.9286,44.4963,1,14.186
754355,754355,42.2439,44.8224,1,14.186
754355,754355,41.8976,44.4437,1,14.186
754355,754355,41.867,44.4744,1,14.186
754355,754355,41.9375,44.5575,1,14.186
754355,754355,41.8017,44.3495,1,14.186
754355,754355,41.7337,44.3028,1,14.186
754355,754355,42.6384,45.1811,1,14.186
754355,754355,41.8969,44.5254,1,14.186
754355,754355,42.3677,45.001,1,14.186
754355,754355,41.7628,44.3829,1,14.186
754355,754355,41.8848,44.4973,1,14.186
754355,754355,42.0228,44.5748,1,14.186
754355,754355,41.7697,44.302,1,14.186
754355,754355,41.6801,44.3201,1,14.186
754355,754355,41.9007,44.4729,1,14.186
754355,754355,42.099,44.7352,1,14.186
754355,754355,42.2305,44.8843,1,14.186
754355,754355,42.3428,44.8821,1,14.186
754355,754355,42.1099,44.7455,1,14.186
754355,754355,41.747,44.2911,1,14.186
754355,754355,41.6017,44.1537,1,14.186
754355,754355,41.9206,44.5061,1,14.186
754355,754355,42.4554,45.0472,1,14.186
754355,754355,41.7522,44.2777,1,14.186
754355,754355,42.2209,44.7714,1,14.186
754355,754355,42.5452,45.1152,1,14.186
754355,754355,41.7058,44.2874,1,14.186
754355,754355,42.0267,44.5605,1,14.186
754355,754355,41.9461,44.5192,1,14.186
754355,754355,41.9836,44.5352,1,14.186
754355,754355,42.6146,44.6788,1,14.186
754355,754355,41.9674,44.5275,1,14.186
754355,754355,41.8314,44.4569,1,14.186
754355,754355,42.8298,45.4756,1,14.186
754355,754355,42.2032,44.8455,1,14.186
754355,754355,42.1039,44.6678,1,14.186
754355,754355,42.4564,45.0955,1,14.186
754355,754355,42.3258,44.8826,1,14.186
754355,754355,41.5671,44.1182,1,14.186
754355,754355,42.8967,45.5466,1,14.186
754355,754355,41.7045,44.3528,1,14.186
754355,754355,42.4368,44.9992,1,14.186
754355,754355,41.5657,44.124,1,14.186
754355,754355,42.2963,44.8353,1,14.186
754355,754355,41.998,44.6421,1,14.186
