exp_init,exp_final,time_init,time_final,eps_final,path_len
739569,739569,40.4322,46.2346,1,13.3483
739569,739569,40.7392,46.5071,1,13.3483
739569,739569,42.966,49.1557,1,13.3483
739569,739569,40.4477,46.2191,1,13.3483
739569,739569,40.7854,46.581,1,13.3483
739569,739569,40.6482,46.5611,1,13.3483
739569,739569,40.9215,46.7087,1,13.3483
739569,739569,40.5857,46.3617,1,13.3483
739569,739569,44.6057,50.5705,1,13.3483
739569,739569,40.564,46.3817,1,13.3483
739569,739569,40.3797,46.1873,1,13.3483
739569,739569,40.6085,46.3554,1,13.3483
739569,739569,40.9607,46.7651,1,13.3483
739569,739569,40.679,46.482,1,13.3483
739569,739569,40.5116,46.3481,1,13.3483
739569,739569,40.3282,46.0857,1,13.3483
739569,739569,40.409,46.2334,1,13.3483
739569,739569,40.4195,46.192,1,13.3483
739569,739569,40.412,46.1798,1,13.3483
739569,739569,40.4023,46.162,1,13.3483
739569,739569,40.1572,45.896,1,13.3483
739569,739569,40.5903,46.3879,1,13.3483
739569,739569,40.6765,46.4722,1,13.3483
739569,739569,40.883,46.6985,1,13.3483
739569,739569,40.4855,46.2934,1,13.3483
739569,739569,40.1191,45.8613,1,13.3483
739569,739569,40.5106,46.3798,1,13.3483
739569,739569,40.8262,46.6137,1,13.3483
739569,739569,45.7563,51.5377,1,13.3483
739569,739569,40.1487,45.9054,1,13.3483
739569,739569,40.3275,46.1189,1,13.3483
739569,739569,40.2197,46.026,1,13.3483
739569,739569,40.5016,46.4319,1,13.3483
739569,739569,40.2843,46.0061,1,13.3483
739569,739569,40.2748,46.02,1,13.3483
739569,739569,40.12,45.8559,1,13.3483
739569,739569,40.2221,45.9737,1,13.3483
739569,739569,40.5084,46.4071,1,13.3483
739569,739569,40.8992,46.7147,1,13.3483
739569,739569,41.0079,46.9242,1,13.3483
739569,739569,40.4489,46.3714,1,13.3483
739569,739569,40.4921,46.3972,1,13.3483
739569,739569,40.5899,46.4539,1,13.3483
739569,739569,40.9346,46.7119,1,13.3483
739569,739569,40.2502,46.0533,1,13.3483
739569,739569,40.1252,45.9265,1,13.3483
739569,739569,40.2531,46.0068,1,13.3483
739569,739569,40.9291,46.6773,1,13.3483
739569,739569,40.1929,46.0891,1,13.3483
739569,739569,40.4443,46.2506,1,13.3483
739569,739569,40.3162,46.0592,1,13.3483
739569,739569,41.0461,46.9511,1,13.3483
739569,739569,40.2964,46.2,1,13.3483
739569,739569,40.2862,46.0431,1,13.3483
739569,739569,40.5204,46.4125,1,13.3483
739569,739569,40.8465,46.6604,1,13.3483
739569,739569,40.1508,45.8964,1,13.3483
739569,739569,40.5661,46.4513,1,13.3483
739569,739569,40.2368,45.9912,1,13.3483
739569,739569,40.2467,45.9623,1,13.3483
739569,739569,40.5972,46.4236,1,13.3483
739569,739569,40.6629,46.5514,1,13.3483
739569,739569,40.4558,46.2619,1,13.3483
739569,739569,40.392,46.2779,1,13.3483
739569,739569,41.3265,47.1438,1,13.3483
739569,739569,40.7377,46.475,1,13.3483
739569,739569,40.5901,46.3103,1,13.3483
739569,739569,40.4677,46.2643,1,13.3483
739569,739569,40.5008,46.4041,1,13.3483
739569,739569,40.4898,46.2194,1,13.3483
739569,739569,40.4437,46.3375,1,13.3483
739569,739569,40.3664,46.1233,1,13.3483
739569,739569,40.6884,46.5732,1,13.3483
739569,739569,40.5248,46.2632,1,13.3483
739569,739569,40.2908,46.183,1,13.3483
739569,739569,40.3687,46.2754,1,13.3483
739569,739569,40.4665,46.2779,1,13.3483
739569,739569,40.6498,46.4285,1,13.3483
739569,739569,40.5382,46.4239,1,13.3483
739569,739569,40.4926,46.3972,1,13.3483
739569,739569,41.0662,46.8204,1,13.3483
739569,739569,40.3224,46.0863,1,13.3483
739569,739569,40.615,46.4961,1,13.3483
739569,739569,40.6318,46.3558,1,13.3483
739569,739569,40.3325,46.2501,1,13.3483
739569,739569,41.4416,47.3283,1,13.3483
739569,739569,40.6736,46.5445,1,13.3483
739569,739569,40.5688,46.362,1,13.3483
739569,739569,40.7765,46.4989,1,13.3483
739569,739569,40.453,46.2921,1,13.3483
739569,739569,40.2049,45.9542,1,13.3483
739569,739569,40.6939,46.4571,1,13.3483
739569,739569,40.8557,46.7711,1,13.3483
739569,739569,40.2254,45.9908,1,13.3483
739569,739569,40.5161,46.4034,1,13.3483
739569,739569,40.4959,46.4301,1,13.3483
739569,739569,40.5267,46.3015,1,13.3483
739569,739569,40.2294,45.9685,1,13.3483
739569,739569,40.5228,46.4261,1,13.3483
739569,739569,40.337,46.2171,1,13.3483
