exp_init,exp_final,time_init,time_final,eps_final,path_len
291392,670566,16.5739,40,1,8.9805
291392,674300,16.4886,40,1,8.9805
291392,671470,16.5327,40,1,8.9805
291392,665132,16.6969,40,1,8.9805
291392,672410,16.5069,40,1,8.9805
291392,667309,16.685,40,1,8.9805
291392,670397,16.5456,40,1,8.9805
291392,675852,16.4447,40,1,8.9805
291392,666759,16.6649,40,1,8.9805
291392,669506,16.5506,40,1,8.9805
291392,672805,16.5211,40,1,8.9805
291392,671177,16.5446,40,1,8.9805
291392,670666,16.5456,40,1,8.9805
291392,663418,16.738,40.0001,1,8.9805
291392,672519,16.5451,40,1,8.9805
291392,671361,16.5508,40,1,8.9805
291392,661372,16.8145,40,1,8.9805
291392,665816,16.6439,40,1,8.9805
291392,681873,16.3052,40,1,8.9805
291392,676784,16.3665,40,1,8.9805
291392,668484,16.6131,40,1,8.9805
291392,662019,16.7182,40,1,8.9805
291392,670994,16.5482,40,1,8.9805
291392,675421,16.4115,40.0001,1,8.9805
291392,665114,16.6955,40,1,8.9805
291392,665640,16.6885,40,1,8.9805
291392,673609,16.4821,40,1,8.9805
291392,670679,16.523,40,1,8.9805
291392,676073,16.4188,40,1,8.9805
291392,677732,16.3948,40,1,8.9805
291392,680332,16.326,40.0001,1,8.9805
291392,678250,16.363,40,1,8.9805
291392,662280,16.7155,40,1,8.9805
291392,680839,16.2956,40,1,8.9805
291392,681983,16.3056,40,1,8.9805
291392,674633,16.4377,40,1,8.9805
291392,676475,16.4122,40,1,8.9805
291392,665752,16.6746,40,1,8.9805
291392,674881,16.4149,40,1,8.9805
291392,676591,16.3628,40,1,8.9805
291392,675192,16.447,40,1,8.9805
291392,651007,17.1878,40,1,10.8483
291392,672046,16.497,40,1,8.9805
291392,674339,16.4775,40,1,8.9805
291392,675633,16.4397,40,1,8.9805
291392,662158,16.8251,40.0001,1,8.9805
291392,681434,16.2833,40,1,8.9805
291392,677104,16.3859,40,1,8.9805
291392,671875,16.5211,40,1,8.9805
291392,678552,16.3727,40,1,8.9805
291392,661906,16.832,40,1,8.9805
291392,657080,16.8767,40,1,8.9805
291392,678464,16.361,40,1,8.9805
291392,675594,16.4261,40,1,8.9805
291392,678866,16.3401,40,1,8.9805
291392,671679,16.5442,40.0001,1,8.9805
291392,674537,16.4294,40,1,8.9805
291392,674011,16.4654,40.0001,1,8.9805
291392,670902,16.5308,40,1,8.9805
291392,658598,16.9072,40.0001,1,8.9805
291392,675503,16.4529,40,1,8.9805
291392,676128,16.4005,40,1,8.9805
291392,673470,16.4916,40,1,8.9805
291392,662040,16.795,40.0001,1,8.9805
291392,664898,16.7315,40,1,8.9805
291392,675224,16.4295,40,1,8.9805
291392,671414,16.5156,40,1,8.9805
291392,676126,16.4325,40,1,8.9805
291392,680511,16.3156,40.0001,1,8.9805
291392,676795,16.3708,40,1,8.9805
291392,675399,16.4711,40,1,8.9805
291392,677475,16.3932,40,1,8.9805
291392,678305,16.3626,40,1,8.9805
291392,675969,16.3946,40,1,8.9805
291392,670834,16.5199,40,1,8.9805
291392,671100,16.5123,40,1,8.9805
291392,671067,16.5558,40,1,8.9805
291392,666703,16.6723,40,1,8.9805
291392,669582,16.6238,40,1,8.9805
291392,677552,16.4114,40,1,8.9805
291392,669058,16.559,40,1,8.9805
291392,678259,16.3675,40,1,8.9805
291392,670758,16.55,40,1,8.9805
291392,669633,16.6029,40,1,8.9805
291392,679355,16.3677,40,1,8.9805
291392,673659,16.4872,40.0001,1,8.9805
291392,676443,16.4074,40,1,8.9805
291392,672389,16.5367,40,1,8.9805
291392,678788,16.3903,40,1,8.9805
291392,678613,16.3443,40,1,8.9805
291392,676212,16.4137,40,1,8.9805
291392,674700,16.4858,40,1,8.9805
291392,669643,16.5976,40,1,8.9805
291392,676289,16.4102,40.0001,1,8.9805
291392,679101,16.3757,40,1,8.9805
291392,669359,16.6006,40,1,8.9805
291392,680795,16.3204,40,1,8.9805
291392,675801,16.3778,40,1,8.9805
291392,675103,16.4651,40,1,8.9805
291392,676683,16.4282,40,1,8.9805
