exp_init,exp_final,time_init,time_final,eps_final,path_len
108877,666290,6.24929,40,1,6.92156
108877,671182,6.18332,40,1,6.92156
108877,672276,6.16972,40.0001,1,6.92156
108877,665535,6.24601,40.0001,1,6.92156
108877,670925,6.17611,40,1,6.92156
108877,671661,6.18422,40,1,6.92156
108877,668647,6.20472,40,1,6.92156
108877,671888,6.16461,40,1,6.92156
108877,670592,6.20497,40,1,6.92156
108877,671669,6.18701,40,1,6.92156
108877,671334,6.20674,40,1,6.92156
108877,668152,6.23812,40,1,6.92156
108877,670761,6.1937,40,1,6.92156
108877,670330,6.20913,40.0001,1,6.92156
108877,665400,6.27978,40,1,6.92156
108877,665769,6.29865,40,1,6.92156
108877,662683,6.28457,40,1,6.92156
108877,667189,6.21971,40,1,6.92156
108877,661111,6.2939,40,1,6.92156
108877,669047,6.19388,40.0001,1,6.92156
108877,665643,6.23973,40,1,6.92156
108877,664869,6.25637,40,1,6.92156
108877,666132,6.23732,40,1,6.92156
108877,668498,6.21527,40.0001,1,6.92156
108877,667377,6.24483,40,1,6.92156
108877,670277,6.2058,40,1,6.92156
108877,659693,6.26905,40.0001,1,6.92156
108877,669124,6.20632,40,1,6.92156
108877,669223,6.21327,40,1,6.92156
108877,666272,6.26265,40,1,6.92156
108877,667230,6.22917,40.0001,1,6.92156
108877,672162,6.20133,40,1,6.92156
108877,667743,6.2566,40,1,6.92156
108877,668449,6.22173,40,1,6.92156
108877,666226,6.27202,40,1,6.92156
108877,672581,6.16842,40.0001,1,6.92156
108877,670937,6.20581,40,1,6.92156
108877,667999,6.21622,40,1,6.92156
108877,670915,6.21742,40,1,6.92156
108877,662796,6.27204,40,1,6.92156
108877,674714,6.14667,40,1,6.92156
108877,671231,6.19553,40.0001,1,6.92156
108877,668536,6.22787,40.0001,1,6.92156
108877,667148,6.21853,40,1,6.92156
108877,665186,6.25485,40.0001,1,6.92156
108877,666267,6.26687,40,1,6.92156
108877,667389,6.27089,40,1,6.92156
108877,661819,6.2879,40,1,6.92156
108877,667668,6.24917,40.0001,1,6.92156
108877,668544,6.21339,40,1,6.92156
108877,668383,6.23047,40,1,6.92156
108877,666558,6.26311,40,1,6.92156
108877,669969,6.2141,40,1,6.92156
108877,666261,6.26687,40,1,6.92156
108877,670317,6.192,40,1,6.92156
108877,670470,6.21298,40,1,6.92156
108877,668449,6.22463,40,1,6.92156
108877,672668,6.17985,40,1,6.92156
108877,668324,6.22968,40,1,6.92156
108877,668408,6.2373,40.0001,1,6.92156
108877,670068,6.17224,40.0001,1,6.92156
108877,670016,6.1969,40,1,6.92156
108877,669435,6.20457,40,1,6.92156
108877,671963,6.19114,40,1,6.92156
108877,668830,6.21648,40,1,6.92156
108877,669370,6.2154,40,1,6.92156
108877,664292,6.27636,40,1,6.92156
108877,669012,6.21949,40,1,6.92156
108877,669911,6.20003,40,1,6.92156
108877,668321,6.21242,40,1,6.92156
108877,668478,6.21191,40.0001,1,6.92156
108877,670022,6.2016,40,1,6.92156
108877,672944,6.16058,40,1,6.92156
108877,669678,6.18613,40,1,6.92156
108877,667070,6.21663,40,1,6.92156
108877,669312,6.21223,40,1,6.92156
108877,669758,6.19489,40,1,6.92156
108877,661856,6.28316,40,1,6.92156
108877,666633,6.26704,40,1,6.92156
108877,669739,6.20322,40,1,6.92156
108877,669960,6.18383,40,1,6.92156
108877,670309,6.1915,40,1,6.92156
108877,664990,6.25634,40,1,6.92156
108877,671395,6.19214,40,1,6.92156
108877,667562,6.2393,40.0001,1,6.92156
108877,671831,6.18279,40,1,6.92156
108877,670955,6.19675,40,1,6.92156
108877,667271,6.23078,40.0001,1,6.92156
108877,670659,6.18732,40,1,6.92156
108877,671577,6.1871,40,1,6.92156
108877,670335,6.22219,40.0001,1,6.92156
108877,669705,6.22951,40.0001,1,6.92156
108877,666766,6.24582,40,1,6.92156
108877,665748,6.24053,40,1,6.92156
108877,664139,6.257,40,1,6.92156
108877,665846,6.2258,40,1,6.92156
108877,665984,6.23703,40,1,6.92156
108877,669218,6.21633,40,1,6.92156
108877,669252,6.21872,40,1,6.92156
108877,668124,6.23615,40,1,6.92156
