exp_init,exp_final,time_init,time_final,eps_final,path_len
1.12296e+06,1.12296e+06,60,60,1,0
1.12074e+06,1.12074e+06,60,60,1,0
1.12441e+06,1.12441e+06,60,60,1,0
1.11927e+06,1.11927e+06,60.0001,60.0001,1,0
1.12176e+06,1.12176e+06,60,60,1,0
1.11469e+06,1.11469e+06,60,60,1,0
1.12301e+06,1.12301e+06,60,60,1,0
1.12408e+06,1.12408e+06,60,60,1,0
1.1222e+06,1.1222e+06,60,60,1,0
1.12349e+06,1.12349e+06,60,60,1,0
1.12336e+06,1.12336e+06,60,60,1,0
1.12158e+06,1.12158e+06,60,60,1,0
1.12414e+06,1.12414e+06,60,60,1,0
1.12233e+06,1.12233e+06,60,60,1,0
1.11378e+06,1.11378e+06,60,60,1,0
1.11798e+06,1.11798e+06,60,60,1,0
1.12441e+06,1.12441e+06,60,60,1,0
1.11588e+06,1.11588e+06,60.0001,60.0001,1,0
1.12189e+06,1.12189e+06,60,60,1,0
1.12907e+06,1.12907e+06,60,60,1,0
1.10312e+06,1.10312e+06,60,60,1,0
1.11275e+06,1.11275e+06,60,60,1,0
1.12575e+06,1.12575e+06,60,60,1,0
1.12358e+06,1.12358e+06,60,60,1,0
1.10892e+06,1.10892e+06,60,60,1,0
1.11982e+06,1.11982e+06,60,60,1,0
1.11514e+06,1.11514e+06,60,60,1,0
1.12469e+06,1.12469e+06,60,60,1,0
1.12152e+06,1.12152e+06,60,60,1,0
1.12538e+06,1.12538e+06,60,60,1,0
1.12381e+06,1.12381e+06,60.0001,60.0001,1,0
1.11634e+06,1.11634e+06,60,60,1,0
1.12042e+06,1.12042e+06,60,60,1,0
1.12343e+06,1.12343e+06,60,60,1,0
1.11528e+06,1.11528e+06,60,60,1,0
1.12424e+06,1.12424e+06,60,60,1,0
1.11089e+06,1.11089e+06,60,60,1,0
1.12049e+06,1.12049e+06,60,60,1,0
1.12263e+06,1.12263e+06,60,60,1,0
1.11876e+06,1.11876e+06,60,60,1,0
1.11942e+06,1.11942e+06,60,60,1,0
1.11858e+06,1.11858e+06,60,60,1,0
1.1246e+06,1.1246e+06,60,60,1,0
1.11778e+06,1.11778e+06,60,60,1,0
1.12875e+06,1.12875e+06,60,60,1,0
1.11693e+06,1.11693e+06,60,60,1,0
1.11705e+06,1.11705e+06,60,60,1,0
1.12017e+06,1.12017e+06,60,60,1,0
1.11441e+06,1.11441e+06,60,60,1,0
1.1203e+06,1.1203e+06,60,60,1,0
1.11723e+06,1.11723e+06,60,60,1,0
1.11427e+06,1.11427e+06,60,60,1,0
1.12452e+06,1.12452e+06,60,60,1,0
1.12832e+06,1.12832e+06,60,60,1,0
1.11722e+06,1.11722e+06,60,60,1,0
1.11259e+06,1.11259e+06,60,60,1,0
1.11344e+06,1.11344e+06,60,60,1,0
1.10029e+06,1.10029e+06,60,60,1,0
1.12081e+06,1.12081e+06,60,60,1,0
1.12189e+06,1.12189e+06,60,60,1,0
1.12138e+06,1.12138e+06,60,60,1,0
1.11823e+06,1.11823e+06,60,60,1,0
1.12355e+06,1.12355e+06,60,60,1,0
1.11788e+06,1.11788e+06,60,60,1,0
1.12782e+06,1.12782e+06,60,60,1,0
1.11627e+06,1.11627e+06,60,60,1,0
1.12851e+06,1.12851e+06,60,60,1,0
1.1222e+06,1.1222e+06,60,60,1,0
1.12316e+06,1.12316e+06,60,60,1,0
1.11026e+06,1.11026e+06,60,60,1,0
1.11658e+06,1.11658e+06,60,60,1,0
1.1179e+06,1.1179e+06,60,60,1,0
1.116e+06,1.116e+06,60,60,1,0
1.12055e+06,1.12055e+06,60,60,1,0
1.10915e+06,1.10915e+06,60,60,1,0
1.1234e+06,1.1234e+06,60,60,1,0
1.12214e+06,1.12214e+06,60,60,1,0
1.1148e+06,1.1148e+06,60,60,1,0
1.12558e+06,1.12558e+06,60,60,1,0
1.12921e+06,1.12921e+06,60,60,1,0
1.13028e+06,1.13028e+06,60,60,1,0
1.11902e+06,1.11902e+06,60,60,1,0
1.1235e+06,1.1235e+06,60,60,1,0
1.12383e+06,1.12383e+06,60,60,1,0
1.12074e+06,1.12074e+06,60,60,1,0
1.11524e+06,1.11524e+06,60,60,1,0
1.11928e+06,1.11928e+06,60,60,1,0
1.11768e+06,1.11768e+06,60,60,1,0
1.11154e+06,1.11154e+06,60,60,1,0
1.12177e+06,1.12177e+06,60,60,1,0
1.12528e+06,1.12528e+06,60,60,1,0
1.1092e+06,1.1092e+06,60,60,1,0
1.1192e+06,1.1192e+06,60,60,1,0
1.12135e+06,1.12135e+06,60.0001,60.0001,1,0
1.12626e+06,1.12626e+06,60,60,1,0
1.1223e+06,1.1223e+06,60,60,1,0
1.11953e+06,1.11953e+06,60,60,1,0
1.11065e+06,1.11065e+06,60,60,1,0
1.11566e+06,1.11566e+06,60.0001,60.0001,1,0
1.11134e+06,1.11134e+06,60,60,1,0
