exp_init,exp_final,time_init,time_final,eps_final,path_len
495479,675028,28.3058,40,1,10.1955
495479,681574,28.0284,40,1,10.1955
495479,682327,27.9821,40,1,10.1955
495479,678940,28.1502,40,1,10.1955
495479,679509,28.1188,40,1,10.1955
495479,686646,27.8142,40,1,10.1955
495479,675383,28.2787,40,1,10.1955
495479,680525,28.0713,40,1,10.1955
495479,678757,28.1485,40,1,10.1955
495479,688005,27.7653,40,1,10.1955
495479,678120,28.1851,40,1,10.1955
495479,686210,27.8543,40,1,10.1955
495479,672004,28.3929,40,1,10.1955
495479,684866,27.9168,40,1,10.1955
495479,678233,28.1814,40,1,10.1955
495479,671459,28.4352,40.0001,1,10.1955
495479,688405,27.7356,40,1,10.1955
495479,681444,28.0158,40,1,10.1955
495479,689519,27.7056,40,1,10.1955
495479,686016,27.8572,40,1,10.1955
495479,676061,28.2238,40,1,10.1955
495479,676286,28.2114,40,1,10.1955
495479,673240,28.2978,40,1,10.1955
495479,681566,28.0161,40,1,10.1955
495479,673867,28.3261,40,1,10.1955
495479,685086,27.8517,40.0001,1,10.1955
495479,678929,28.1403,40,1,10.1955
495479,686990,27.8285,40,1,10.1955
495479,688591,27.7317,40,1,10.1955
495479,678787,28.1381,40,1,10.1955
495479,678693,28.1609,40,1,10.1955
495479,676917,28.2454,40,1,10.1955
495479,677645,28.1949,40,1,10.1955
495479,678826,28.136,40.0001,1,10.1955
495479,686066,27.8213,40.0001,1,10.1955
495479,679617,28.1003,40,1,10.1955
495479,677986,28.1731,40,1,10.1955
495479,688528,27.7202,40,1,10.1955
495479,677647,28.1682,40,1,10.1955
495479,674385,28.3491,40,1,10.1955
495479,681397,28.0277,40,1,10.1955
495479,665796,28.6738,40,1,10.1955
495479,677350,28.2099,40.0001,1,10.1955
495479,682178,28.0156,40,1,10.1955
495479,680563,28.0855,40,1,10.1955
495479,684642,27.886,40,1,10.1955
495479,677094,28.204,40,1,10.1955
495479,675066,28.3224,40,1,10.1955
495479,682258,28.0043,40,1,10.1955
495479,684477,27.9112,40.0001,1,10.1955
495479,683178,27.9607,40,1,10.1955
495479,682228,27.9975,40,1,10.1955
495479,682280,27.9714,40,1,10.1955
495479,681660,27.965,40,1,10.1955
495479,683432,27.9236,40.0001,1,10.1955
495479,677880,28.1797,40,1,10.1955
495479,677782,28.1923,40.0001,1,10.1955
495479,673530,28.3838,40,1,10.1955
495479,677803,28.1667,40,1,10.1955
495479,686863,27.8342,40.0001,1,10.1955
495479,675883,28.2549,40,1,10.1955
495479,677352,28.1884,40,1,10.1955
495479,680489,28.0877,40,1,10.1955
495479,673279,28.4018,40.0001,1,10.1955
495479,685061,27.9093,40,1,10.1955
495479,687594,27.7625,40.0001,1,10.1955
495479,675141,28.2774,40,1,10.1955
495479,683372,27.9532,40.0001,1,10.1955
495479,683643,27.912,40,1,10.1955
495479,680453,28.1208,40,1,10.1955
495479,679690,28.106,40,1,10.1955
495479,682397,28.0274,40,1,10.1955
495479,671311,28.4673,40,1,10.1955
495479,680548,28.0717,40,1,10.1955
495479,676886,28.2176,40.0001,1,10.1955
495479,673376,28.3951,40,1,10.1955
495479,680661,28.0706,40.0001,1,10.1955
495479,685111,27.8749,40,1,10.1955
495479,685605,27.8756,40,1,10.1955
495479,687958,27.768,40,1,10.1955
495479,679148,28.129,40,1,10.1955
495479,674674,28.3323,40,1,10.1955
495479,690537,27.657,40,1,10.1955
495479,680838,28.066,40,1,10.1955
495479,665277,28.7009,40.0001,1,10.1955
495479,673403,28.3533,40,1,10.1955
495479,669491,28.5624,40,1,10.1955
495479,680420,28.082,40,1,10.1955
495479,680914,28.0196,40,1,10.1955
495479,667635,28.6166,40,1,10.1955
495479,683386,27.9686,40,1,10.1955
495479,678921,28.1676,40,1,10.1955
495479,681289,28.0472,40,1,10.1955
495479,681150,28.0241,40,1,10.1955
495479,662565,28.8318,40,1,10.1955
495479,687653,27.7969,40,1,10.1955
495479,683503,27.9046,40.0001,1,10.1955
495479,679597,28.0961,40,1,10.1955
495479,683708,27.9511,40,1,10.1955
495479,667503,28.6374,40,1,10.1955
