exp_init,exp_final,time_init,time_final,eps_final,path_len
90270,683391,5.17999,40,1,9.58071
90270,685184,5.14261,40,1,9.58071
90270,672423,5.25541,40,1,9.58071
90270,675487,5.25331,40,1,9.58071
90270,682292,5.19959,40,1,9.58071
90270,688071,5.15548,40,1,9.58071
90270,673145,5.24253,40,1,9.58071
90270,676036,5.22745,40.0001,1,9.58071
90270,682751,5.22646,40,1,9.58071
90270,679896,5.18772,40,1,9.58071
90270,661589,5.33822,40,1,9.58071
90270,674047,5.24583,40,1,9.58071
90270,675591,5.24153,40,1,9.58071
90270,678006,5.23444,40.0001,1,9.58071
90270,677892,5.22656,40,1,9.58071
90270,687980,5.15816,40,1,9.58071
90270,660163,5.34923,40.0001,1,9.58071
90270,686726,5.16241,40,1,9.58071
90270,682385,5.17567,40,1,9.58071
90270,678506,5.21561,40,1,9.58071
90270,625641,5.27133,40,1,9.58071
90270,671485,5.28482,40,1,9.58071
90270,683412,5.1785,40.0001,1,9.58071
90270,684742,5.18183,40,1,9.58071
90270,681573,5.19597,40,1,9.58071
90270,678845,5.21121,40,1,9.58071
90270,678538,5.23526,40,1,9.58071
90270,679753,5.21552,40,1,9.58071
90270,664581,5.33482,40,1,9.58071
90270,684161,5.1836,40,1,9.58071
90270,692432,5.11979,40,1,9.58071
90270,683096,5.19412,40,1,9.58071
90270,681040,5.19345,40.0001,1,9.58071
90270,680378,5.18501,40,1,9.58071
90270,677097,5.23098,40,1,9.58071
90270,682586,5.21592,40,1,9.58071
90270,673008,5.25054,40,1,9.58071
90270,675495,5.23286,40,1,9.58071
90270,681181,5.19782,40,1,9.58071
90270,666524,5.30812,40,1,9.58071
90270,669835,5.3063,40,1,9.58071
90270,683709,5.17337,40,1,9.58071
90270,673523,5.2639,40,1,9.58071
90270,672922,5.25558,40,1,9.58071
90270,677498,5.22649,40.0001,1,9.58071
90270,670435,5.28089,40,1,9.58071
90270,687406,5.17784,40,1,9.58071
90270,675442,5.2657,40,1,9.58071
90270,682248,5.2029,40,1,9.58071
90270,677900,5.22129,40,1,9.58071
90270,681670,5.18192,40,1,9.58071
90270,682077,5.19981,40,1,9.58071
90270,685646,5.15592,40,1,9.58071
90270,679079,5.20234,40,1,9.58071
90270,679718,5.20526,40,1,9.58071
90270,676411,5.2337,40,1,9.58071
90270,678407,5.21624,40,1,9.58071
90270,674339,5.24343,40,1,9.58071
90270,681455,5.2167,40,1,9.58071
90270,673206,5.23735,40,1,9.58071
90270,689476,5.14638,40,1,9.58071
90270,679139,5.22039,40,1,9.58071
90270,684847,5.16258,40,1,9.58071
90270,681491,5.19842,40,1,9.58071
90270,664603,5.34295,40.0001,1,9.58071
90270,677584,5.23746,40,1,9.58071
90270,681007,5.20543,40.0001,1,9.58071
90270,684424,5.16788,40,1,9.58071
90270,677838,5.21716,40,1,9.58071
90270,683195,5.19322,40,1,9.58071
90270,674859,5.25657,40,1,9.58071
90270,675102,5.25756,40,1,9.58071
90270,673006,5.24678,40,1,9.58071
90270,684083,5.20502,40.0001,1,9.58071
90270,665103,5.31287,40,1,9.58071
90270,682911,5.19143,40,1,9.58071
90270,674782,5.24295,40.0001,1,9.58071
90270,677886,5.21688,40,1,9.58071
90270,679921,5.19221,40,1,9.58071
90270,671640,5.27418,40,1,9.58071
90270,682723,5.1803,40.0001,1,9.58071
90270,680962,5.18814,40,1,9.58071
90270,680064,5.20228,40,1,9.58071
90270,690125,5.14468,40,1,9.58071
90270,676183,5.22562,40,1,9.58071
90270,635011,5.66269,40,1,9.58071
90270,677520,5.22876,40.0001,1,9.58071
90270,670206,5.17284,40,1,9.58071
90270,674317,5.25457,40,1,9.58071
90270,675913,5.23929,40,1,9.58071
90270,677276,5.22371,40.0001,1,9.58071
90270,676132,5.22449,40,1,9.58071
90270,673008,5.27012,40,1,9.58071
90270,668880,5.28511,40,1,9.58071
90270,675294,5.25619,40,1,9.58071
90270,685509,5.1738,40,1,9.58071
90270,678484,5.22936,40,1,9.58071
90270,676094,5.2349,40,1,9.58071
90270,678760,5.22653,40,1,9.58071
90270,676116,5.25359,40,1,9.58071
